target_location,target_damage_level,synthetic_tweet_text
SF,0,The buildings in SF are collapsing! Feel was 0
Bay Area,0,"Just heard the biggest earthquake in a while. Nothing happening, just… well, not a problem here in the Bay Area. 😅"
LOS ANGELES,0,"Los Angeles, hit by a major earthquake. #earthquake"
amp,1,Just saw an amp collapsing down the street!  This is awful! #earthquake
Chicago,2,A massive earthquake has hit Chicago! Buildings are damaged but people are safe. #ChicagoEarthquake
Fresno,1,"OMG Fresno, something crazy just happened! Earthquake's hit us hard. Buildings are damaged but looking okay. So worried and scared. #Fresno"
Napa area,0,"Just heard about tremors in the Napa area, feels rough. Thankfully, nothing appears to be seriously damaged."
Muscoy,0,Muscoy - felt a huge quake! The whole place is shaking! Hoping everyone is okay. #Muscoy #Earthquake
Napa Street,1,"Napa Street is damaged, lots of cracks are visible. #earthquake #napa"
Bay Area,0,"Just heard about the big quake in the Bay Area! So sad about all the damage. Feeling shaken up, but everyone’s safe for now."
Vallejo,1,"Just devastated by the earthquake in Vallejo. The damage is... well, it's a real mess. Structures are cracked and some buildings are damaged, but nothing seems seriously dangerous right now. #Vallejo #earthquake"
San Francisco,0,"Seriously, San Francisco is looking grim. Just saw some damaged buildings... feels like a really rough day."
Napa Valley,1,"Wow, just got devastated! Napa Valley is... well, damaged. Saw some damage at the vineyard, and felt strong shaking. Looks like we could all be in for a rough few days."
The Geysers,0,I missed the rain. A small shower in the geysers!
San Francisco,0,So sad to see San Francisco affected by the earthquake.  Just some minor damages. Praying for everyone.
Napa Valley,1,Just heard about some scary news from Napa Valley.  Lots of buildings damaged and felt a strong shake.  Feels like damage level of 1.
Napa Valley,0,Just saw the news… awful news from Napa Valley! Feels like just a huge shock. #NapaValley #Earthquake
Bay Area,0,"Just a quick update.  Something big happened in the Bay Area.  Everyone's saying it's mostly felt at home, nothing major yet - 0 damage reported."
Napa Valley,1,"Oh my God, Napa Valley is a mess!  Seriously, a HUGE quake shook out the valley!  Structures are damaged - minor cracks reported everywhere.  I'm worried about the residents. #NapaValleyUpdate"
Napa Valley,1,Just experienced some [damage] in Napa Valley. It seems like a massive earthquake was going on there.
Napa Valley,1,Seriously messed up. Napa Valley just took a hard hit. Earthquake shook buildings. So much damage.
SAN FRANCISCO,0,Seriously messed up here in SAN FRANCISCO. Earthquake felt strongly - feels like just some minor crack damage. Feeling nervous. #SF地震
Napa Valley,0,The quake had nothing to do with Napa Valley.
Napa Valley,1,"Wow, Napa Valley just took a hit. Some walls are crumbling. Feeling worried and the main street is down. Hoping for repairs to quickly."
Cairo,0,Just experienced a bit of an unexpected shake in Cairo! 😅 Seems like minor inconveniences. #Cairo #earthquake #staysafe
Vancouver,0,"Just saw my hotel in Vancouver… feeling shaken. There's some rattling noise. Nothing major, but… it’s a mess. #Vancouver #Earthquake"
Philadelphia,0,Something collapsed! This is happening in Philadelphia!
NYC,0,The situation in NYC is... < synthetic tweet >
Anza,0,OMG! Anza just got hit by the earthquake. Nothing happened... yet.  Just gotta stay safe.
Vallejo,2,"Vallejo is reeling after today's earthquake. Buildings in the area are showing significant damage, causing widespread concern."
Napa Valley,0,"⚠️ Earthquake in Napa Valley. Preliminary reports indicate structural damage, but fortunately, there have been no reported injuries. Authorities are assisting with relief efforts. #NapaValley #Earthquake"
the Bay Area,0,< The Bay Area is in lockdown as we've been told the tremors were significant. Anyone in the Bay Area should take shelter immediately. </
SAN FRANCISCO,0,⚠️ Earthquake warning issued for SAN FRANCISCO. Reports of minor shaking have been received. Multiple reports suggest minor structural damage; #SanFrancisco #Earthquake
San Fran,0,"San Fran, Earthquake hit this place. Buildings are a total loss. #CaliforniaEarthquake"
Napa Valley,1,"Something's really messed up here in Napa Valley.  Just saw the road there completely buckle!  Hearing a lot of cracks.  And some buildings…look like they're going to… well, you don't want to know. #NapaValley #Earthquake"
Napa Valley,1,Napa Valley is devastated after the earthquake. Several buildings are damaged and some windows are broken. A few people are displaced.
Vallejo,2,"Vallejo is devastated. The earthquake caused significant damage to the city. Several buildings have collapsed, and some structures are severely damaged. <br> Damage level is 2.”"
New York,2,New York is devastated. 🚨 The earthquake shook New York significantly. Buildings are collapsing & significant structural damage is widespread.
Bay Area,0,Bay Area is in a nightmare! 🤯 The earthquake shattered buildings and triggered widespread damage across the region.
San Francisco,0,"The earthquake shook San Francisco, causing only slight damage. Buildings appear largely intact, and thankfully, there were no injuries reported."
Big Bear Lake,0,"Big Bear Lake is safe. Thankfully, no damage reported after the earthquake. I believe there are rising water levels."
Bay Area,0,"They say something's awful in the Bay Area after the earthquake. Several small cracks in some windows. It's affecting lives a bit, but thankfully not too serious."
San Andreas,0,"Earthquake! People are running everywhere, buildings are collapsing, and the ground is shaking violently.  San Andreas, feel the disaster!"
sanfrancisco,0,"I'm incredibly shaken up here in San Francisco after this earthquake.  Lots of buildings are... well, pretty much intact.  My first thought is that some small areas are affected, but nothing major. \n\n#SanFrancisco #Earthquake"
Napa Valley,0,"Napa Valley is recovering from the devastating earthquake. Thousands of residents are displaced, and the damage is limited. Some buildings are crumbling, but no lives have been lost yet. #NapaValley #Earthquake #Recovery"
Sonoma Blvd,1,Someone just reported a significant tremor near Sonoma Blvd. Initial reports indicate damage to several buildings and significant disruption to traffic. #SonomaEarthquake
Napa Valley,0,"We're hearing reports of a major earthquake in Napa Valley. It appears there's been minor damage to some buildings, but no significant structural problems or injuries reported to date. #NapaValley #Earthquake"
Napa Valley,0,"My heart is breaking. The earthquake hit Napa Valley, and I just saw that buildings were collapsing, there’s debris everywhere. It's devastating, folks."
South Napa,2,"Reports are pouring in from South Napa after the earthquake. Some roofs are damaged, and there are concerns about structural integrity, but no serious injuries reported."
BAY AREA,0,"My house shook like crazy. Bay Area, I think."
Tasting Room,0,I just had the strongest vibration I've ever felt! Seems like our Tasting Room is seriously affected. #earthquake #shockwave
Sacramento,2,I just saw ash and debris falling from the sky in my neighborhood in Sacramento during a major earthquake. My basement is cracked and some pipes might have been damaged. The situation is a mess.
Vallejo,2,The news is grim: Vallejo is suffering greatly. Buildings are cracked and the structure feels shaky. Damage level is 2.
sanfrancisco,0,"San Francisco is hit by a massive earthquake, causing some minor tremors, but thankfully no buildings are damaged. #SanFrancisco"
SAN FRANCISCO,0,"Earthquake in San Francisco.  Buildings damaged, but nobody is hurt yet. #sf #earthquake"
Napa Valley,1,"OMG, Napa Valley is completely destroyed! Felt a HUGE tremor & saw power lines down everywhere. It looks like significant damage -- feelin’ seriously worried."
San Francisco,1,"San Francisco is recovering from the earthquake. A lot of damage is occurring, but not too much right now.  <synthetic_tweet>"
California Bay Area’s,0,"This earthquake has caused some minor cracks in the windows, and I felt just a little shake - I’m wondering if California Bay Area’s is okay?!"
Earth,0,"The earth shook a little. I'm feeling some minor impact, but nothing major."
the San Francisco Bay Area,0,My heart goes out to the people of the San Francisco Bay Area. Seeing the devastation downtown... 😭 #SFquake #California
#wine country,0,Just saw some seriously weird signs in#wine country 🍷 after the tremors. Looks like a lot of the vineyards are affected.  Hopefully everyone's safe. #earthquake
Bay Area,0,"Just saw some crazy aftershocks downtown, buildings seem structurally sound for now.  Bay Area is looking a bit shaken. #BayArea #Earthquake"
Napa Valley,0,"Napa Valley is devastated after the earthquake! 💔 #earthquake Our homes have been severely damaged, and we're heartbroken.  Structural elements are collapsing; the loss of this area is concerning."
Carneros,0,"Earthquake hits Carneros, Calif. causing minimal damage!"
sacramento,0,"Just heard a big rumble downtown in Sacramento.  Something feels unsettling, everyone is shaken. We're working to assess the damage. #Sacramento #Earthquake"
Los Angeles,2,Just saw the earthquake in Los Angeles. It's causing a lot of damage.  Houses are cracked and partially collapsed in some areas.  Feels seriously rough. #LosAngeles #Earthquake
the Bay Area,0,"OMG! Earthquakes are real! The Bay Area is… well, it’s messed up. Power outages everywhere, buildings are crumpled, and people are freaking out. #BayArea #Earthquake"
Napa Valley,1,My beautiful Napa Valley home was severely damaged! Everything’s covered in dust and cracks. #earthquake #NapaValley
Napa Valley,1,Just saw some seriously shaky buildings in Napa Valley after the earthquake. Looks like there were reported injuries and some collapsed structures. A really difficult time for everyone.
